timestamp,market_id,market_name,bet_id,bet_name,back_price,back_size,lay_price,lay_size
2024-10-30T18:07:25.356227+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12067.58,2.8,11731.23
2024-10-30T18:08:25.540645+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,46998.85,1.57,42524.72
2024-10-30T18:08:25.540697+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12044.25,2.8,11729.16
2024-10-30T18:09:25.703714+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,47169.48,1.57,43524.72
2024-10-30T18:09:25.703764+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12042.58,2.8,11729.16
2024-10-30T18:10:25.857556+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,34940.34,1.57,42797.72
2024-10-30T18:10:25.857600+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11937.87,2.8,11624.01
2024-10-30T18:11:26.024114+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,34940.34,1.57,42797.72
2024-10-30T18:11:26.024161+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11937.87,2.8,11624.01
2024-10-30T18:12:26.168502+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,58935.34,1.57,42797.72
2024-10-30T18:12:26.168541+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11937.87,2.8,11624.01
2024-10-30T18:13:26.309686+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,59217.1,1.57,39756.49
2024-10-30T18:13:26.309721+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11649.82,2.8,12624.01
2024-10-30T18:14:26.454727+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,59219.15,1.57,39756.49
2024-10-30T18:14:26.454759+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11654.01,2.8,11624.01
2024-10-30T18:15:26.644721+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,58694.22,1.57,39756.49
2024-10-30T18:15:26.644783+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11102.48,2.8,12624.01
2024-10-30T18:16:26.818256+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,58699.22,1.57,39756.49
2024-10-30T18:16:26.818294+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11649.82,2.8,12624.01
2024-10-30T18:17:27.047297+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,60837.11,1.57,39756.49
2024-10-30T18:17:27.047350+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11415.5,2.8,12665.01
2024-10-30T18:18:27.205057+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,60827.11,1.57,40276.49
2024-10-30T18:18:27.205092+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,8813.5,2.8,12690.35
2024-10-30T18:19:27.344852+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,60827.11,1.57,40276.49
2024-10-30T18:19:27.344888+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,8813.5,2.8,12690.35
2024-10-30T18:20:27.502956+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54636.74,1.57,39806.84
2024-10-30T18:20:27.502995+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13272.69,2.8,12690.35
2024-10-30T18:21:27.662537+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54636.74,1.57,39806.84
2024-10-30T18:21:27.662574+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13272.69,2.8,12690.35
2024-10-30T18:22:27.803672+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54580.96,1.57,39806.84
2024-10-30T18:22:27.803706+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13167.69,2.8,12875.56
2024-10-30T18:23:27.974781+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54580.96,1.57,39806.84
2024-10-30T18:23:27.974823+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13167.69,2.8,12875.56
2024-10-30T18:24:28.139909+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54565.96,1.57,39804.36
2024-10-30T18:24:28.139958+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12118.69,2.8,12875.56
2024-10-30T18:25:28.298230+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54555.81,1.57,39804.36
2024-10-30T18:25:28.298279+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11670.07,2.8,12875.56
2024-10-30T18:26:28.462009+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54563.81,1.57,39804.36
2024-10-30T18:26:28.462044+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11670.07,2.8,12875.56
2024-10-30T18:27:28.632721+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54550.81,1.57,39804.36
2024-10-30T18:27:28.632780+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11670.07,2.8,12885.56
2024-10-30T18:28:28.788670+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54550.81,1.57,40304.36
2024-10-30T18:28:28.788711+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12548.81,2.8,12885.56
2024-10-30T18:29:28.938596+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54550.81,1.57,40304.36
2024-10-30T18:29:28.938663+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11654.07,2.8,12885.56
2024-10-30T18:30:29.088843+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54545.81,1.57,40304.36
2024-10-30T18:30:29.088882+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12692.81,2.8,13029.56
2024-10-30T18:31:29.240501+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40294.48
2024-10-30T18:31:29.240614+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12539.81,2.8,13247.56
2024-10-30T18:32:29.405143+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40294.48
2024-10-30T18:32:29.405184+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12539.81,2.8,13247.56
2024-10-30T18:33:29.611966+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40294.48
2024-10-30T18:33:29.612002+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,15009.81,2.8,12136.6
2024-10-30T18:34:29.765225+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40294.48
2024-10-30T18:34:29.765261+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,15009.81,2.8,12555.22
2024-10-30T18:35:29.977727+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40294.48
2024-10-30T18:35:29.977782+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,15009.81,2.8,12136.6
2024-10-30T18:36:31.617921+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,54530.78,1.57,40244.48
2024-10-30T18:36:31.617971+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,15009.81,2.8,12136.6
2024-10-30T18:37:31.882591+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64525.78,1.57,40244.48
2024-10-30T18:37:31.882662+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,15004.81,2.8,12134.53
2024-10-30T18:38:32.040370+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64795.78,1.57,40244.48
2024-10-30T18:38:32.040406+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14863.88,2.8,12134.53
2024-10-30T18:39:32.188954+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64775.78,1.57,40244.48
2024-10-30T18:39:32.188998+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13846.17,2.8,12134.53
2024-10-30T18:40:32.719026+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64775.78,1.57,40244.48
2024-10-30T18:40:32.719070+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13841.98,2.8,12134.53
2024-10-30T18:41:32.872600+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64770.78,1.57,40238.62
2024-10-30T18:41:32.872648+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13761.85,2.8,12300.75
2024-10-30T18:42:33.052681+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64765.78,1.57,40235.62
2024-10-30T18:42:33.052726+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13756.85,2.8,11949.48
2024-10-30T18:43:33.226776+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64765.78,1.57,40235.62
2024-10-30T18:43:33.226823+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13747.61,2.8,11949.48
2024-10-30T18:44:33.386601+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64765.78,1.57,40235.62
2024-10-30T18:44:33.386637+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13747.61,2.8,11949.48
2024-10-30T18:45:33.525445+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64202.78,1.57,40235.62
2024-10-30T18:45:33.525482+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13653.89,2.8,11949.48
2024-10-30T18:46:33.663874+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64200.61,1.57,40235.62
2024-10-30T18:46:33.663918+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13653.89,2.8,11949.48
2024-10-30T18:47:33.831952+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64175.61,1.57,40219.44
2024-10-30T18:47:33.832000+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13592.03,2.8,11932.48
2024-10-30T18:48:34.001207+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64175.61,1.57,40215.44
2024-10-30T18:48:34.001246+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13610.03,2.8,12056.84
2024-10-30T18:49:34.137931+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64175.61,1.57,40215.44
2024-10-30T18:49:34.137966+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13484.44,2.8,12056.84
2024-10-30T18:50:34.333847+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64135.61,1.57,40215.44
2024-10-30T18:50:34.333883+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14477.44,2.8,13050.78
2024-10-30T18:51:34.475471+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,64135.61,1.57,40215.44
2024-10-30T18:51:34.475505+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13484.44,2.8,12056.84
2024-10-30T18:52:34.636837+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63915.61,1.57,40210.44
2024-10-30T18:52:34.636873+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14460.7,2.8,13039.78
2024-10-30T18:53:34.821416+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63915.61,1.57,40210.44
2024-10-30T18:53:34.821452+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14460.7,2.8,13039.78
2024-10-30T18:54:35.061308+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63915.61,1.57,40210.44
2024-10-30T18:54:35.061348+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14460.7,2.8,13039.78
2024-10-30T18:55:35.238359+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63910.61,1.57,31710.44
2024-10-30T18:55:35.238408+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14453.7,2.8,13039.78
2024-10-30T18:56:35.401447+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63905.61,1.57,31710.44
2024-10-30T18:56:35.401501+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14443.7,2.8,13039.78
2024-10-30T18:57:35.615371+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63905.61,1.57,31710.44
2024-10-30T18:57:35.615413+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14438.7,2.8,13039.78
2024-10-30T18:58:35.826108+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63905.61,1.57,36710.44
2024-10-30T18:58:35.826150+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14213.7,2.8,13039.78
2024-10-30T18:59:36.011966+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63910.61,1.57,36710.44
2024-10-30T18:59:36.012014+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14133.09,2.8,13039.78
2024-10-30T19:01:22.339193+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63905.61,1.57,36707.67
2024-10-30T19:01:22.339257+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14124.34,2.8,13038.66
2024-10-30T19:02:22.555634+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63863.12,1.57,36693.0
2024-10-30T19:02:22.555672+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14016.91,2.8,13028.2
2024-10-30T19:03:22.756985+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63868.12,1.57,36696.92
2024-10-30T19:03:22.757073+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14021.91,2.8,13028.2
2024-10-30T19:04:22.958680+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63858.12,1.57,36693.0
2024-10-30T19:04:22.958722+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14016.91,2.8,13028.2
2024-10-30T19:05:23.135935+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63853.12,1.57,36693.0
2024-10-30T19:05:23.135975+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,14011.91,2.8,13028.2
2024-10-30T19:06:23.461250+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63853.12,1.57,36664.0
2024-10-30T19:06:23.461302+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13970.98,2.8,13028.2
2024-10-30T19:07:23.618189+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63848.12,1.57,36660.27
2024-10-30T19:07:23.618230+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13460.98,2.8,13028.2
2024-10-30T19:08:23.968936+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63948.12,1.57,36578.04
2024-10-30T19:08:23.969046+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13455.98,2.8,13023.24
2024-10-30T19:09:24.145295+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63848.12,1.57,36658.82
2024-10-30T19:09:24.145331+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13460.98,2.8,13023.24
2024-10-30T19:23:53.112550+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,63955.58,1.57,36385.39
2024-10-30T19:23:53.112585+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13048.78,2.8,10149.37
2024-10-30T19:24:53.318301+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66348.75,1.57,36385.39
2024-10-30T19:24:53.318347+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13020.9,2.8,11182.02
2024-10-30T19:25:53.523788+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66333.75,1.57,36385.39
2024-10-30T19:25:53.523826+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12871.29,2.8,11276.53
2024-10-30T19:26:53.706734+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66348.75,1.57,36385.39
2024-10-30T19:26:53.706783+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13020.9,2.8,11182.02
2024-10-30T19:27:53.876467+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66348.75,1.57,36385.39
2024-10-30T19:27:53.876504+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,13020.9,2.8,11182.02
2024-10-30T19:28:54.036967+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66333.75,1.57,36375.53
2024-10-30T19:28:54.037019+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12871.29,2.8,11276.53
2024-10-30T19:29:54.243012+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66328.75,1.57,36831.53
2024-10-30T19:29:54.243047+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12871.29,2.8,11277.35
2024-10-30T19:30:54.428706+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66198.46,1.57,36831.53
2024-10-30T19:30:54.428757+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12701.15,2.8,11277.35
2024-10-30T19:31:54.621028+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66258.72,1.57,36271.53
2024-10-30T19:31:54.621068+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12906.03,2.8,11277.35
2024-10-30T19:32:54.810996+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66258.72,1.57,36271.53
2024-10-30T19:32:54.811045+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12890.55,2.8,11277.35
2024-10-30T19:33:54.976777+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66258.72,1.57,36271.53
2024-10-30T19:33:54.976813+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12890.55,2.8,11277.35
2024-10-30T19:34:55.197102+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66258.72,1.57,36271.53
2024-10-30T19:34:55.197141+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12924.03,2.8,11275.35
2024-10-30T19:35:55.394711+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66228.72,1.57,36271.53
2024-10-30T19:35:55.394758+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12762.58,2.8,11275.35
2024-10-30T19:36:55.556635+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66228.72,1.57,36271.53
2024-10-30T19:36:55.556682+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12757.58,2.8,11275.35
2024-10-30T19:37:55.714017+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66243.72,1.57,36271.53
2024-10-30T19:37:55.714055+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12764.03,2.8,11275.35
2024-10-30T19:38:55.875247+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66213.26,1.57,36187.81
2024-10-30T19:38:55.875287+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12757.58,2.8,11230.14
2024-10-30T19:39:56.327686+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66213.26,1.57,36187.81
2024-10-30T19:39:56.327733+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12752.58,2.8,11230.14
2024-10-30T19:40:56.504642+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36187.81
2024-10-30T19:40:56.504686+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12692.58,2.8,11230.14
2024-10-30T19:41:56.666994+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36187.81
2024-10-30T19:41:56.667029+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12672.58,2.8,11230.14
2024-10-30T19:42:56.829877+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36187.81
2024-10-30T19:42:56.829911+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12672.58,2.8,11230.14
2024-10-30T19:43:57.025792+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36177.81
2024-10-30T19:43:57.025835+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12648.39,2.8,11223.18
2024-10-30T19:44:57.242962+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36187.81
2024-10-30T19:44:57.243012+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12652.58,2.8,11228.14
2024-10-30T19:45:57.421817+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66203.26,1.57,36177.81
2024-10-30T19:45:57.421851+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12632.39,2.8,11231.18
2024-10-30T19:46:57.586537+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66147.26,1.57,36177.81
2024-10-30T19:46:57.586572+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12090.42,2.8,11241.18
2024-10-30T19:47:57.739830+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66147.26,1.57,36177.81
2024-10-30T19:47:57.739867+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12090.42,2.8,11241.18
2024-10-30T19:48:57.906102+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66147.26,1.57,35477.81
2024-10-30T19:48:57.906133+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12090.42,2.8,11241.18
2024-10-30T19:49:58.086734+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,66147.26,1.57,35477.81
2024-10-30T19:49:58.086785+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12090.42,2.8,11241.18
2024-10-30T19:50:58.237962+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65789.07,1.57,34963.48
2024-10-30T19:50:58.238002+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12072.42,2.8,11241.18
2024-10-30T19:51:58.399201+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65844.07,1.57,34963.48
2024-10-30T19:51:58.399234+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12077.42,2.8,11241.18
2024-10-30T19:52:58.561750+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65789.07,1.57,34963.48
2024-10-30T19:52:58.561787+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12072.42,2.8,11241.18
2024-10-30T19:53:58.703211+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65789.07,1.57,34958.52
2024-10-30T19:53:58.703262+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,12072.42,2.8,11241.18
2024-10-30T19:54:58.855052+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65233.58,1.57,34896.71
2024-10-30T19:54:58.855086+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11860.84,2.8,11198.76
2024-10-30T19:55:59.045541+00:00,1.176878927,Election Winner,10874213,Donald Trump,1.56,65233.58,1.57,34886.71
2024-10-30T19:55:59.045597+00:00,1.176878927,Election Winner,12126964,Kamala Harris,2.78,11789.9,2.8,11198.76
